node	file	split	source	url	licence	licence_receipt	parent	title	sha256	bytes	band	role	src1	src2	cut_end	cut_k	cut_span	share	glue_order	paras	runes
minsk-belarusian	excerpt-054.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D1%96_%D0%B0%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8258.md	Тысяча і адна ноч	880b4e7c92d34ca7bb49ae24532cbb52fb3cb47e8c3e57241bb655acd1fdf46d	5990	l	receiver	excerpt-054.txt	excerpt-004.txt	head	5	1-5	0.1960	remainder	6	3164
minsk-belarusian	excerpt-055.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A2%D1%8B%D1%81%D1%8F%D1%87%D0%B0_%D1%96_%D0%B0%D0%B4%D0%BD%D0%B0_%D0%BD%D0%BE%D1%87	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8258.md	Тысяча і адна ноч	06112cff90909269db2b3a477abb9d25e0f8d08a41592a532f0b40834b0a8fe7	5748	l	receiver	excerpt-055.txt	excerpt-077.txt	head	1	1-1	0.1653	remainder	6	3030
minsk-belarusian	excerpt-056.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D1%83%D1%82%D0%BA%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q573.md	Суткі	46e43f50987790eb1174463a7090076139663c4e80fb69ca16afc972fd930eb4	666	s	donor	excerpt-056.txt		head	2	1-2	0.1546		2	349
minsk-belarusian	excerpt-057.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%B0%D1%8F_%D1%81%D1%96%D1%81%D1%82%D1%8D%D0%BC%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q544.md	Сонечная сістэма	8635d13be0c87d341dd8ad6e1bd8560e056e8747ac0ff815c31b4bfaa7f43acf	5259	l	receiver	excerpt-057.txt	excerpt-016.txt	head	1	1-1	0.3031	receiver	10	2732
minsk-belarusian	excerpt-058.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BD%D0%B5%D1%87%D0%BD%D0%B0%D1%8F_%D1%81%D1%96%D1%81%D1%82%D1%8D%D0%BC%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q544.md	Сонечная сістэма	21ec7a1bb9a70b47f1bb31e5c6faa7b4a18ebed65cd27ea2954e4a3e11b1dea3	2857	m	keep	excerpt-058.txt							3	1505
minsk-belarusian	excerpt-059.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%86%D1%80%D0%B0%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q794.md	Іран	f008af352ffa7c9b9a4d74f7cb532cf38f1f86bb81148e653e1fc921b1dcaa66	3993	m	keep	excerpt-059.txt							4	1996
minsk-belarusian	excerpt-060.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%86%D1%80%D0%B0%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q794.md	Іран	4c50769bb3996e36735dc58f0840db1b8695f252e54904c3dbadc2e2740e2bfa	3774	m	keep	excerpt-060.txt							4	2005
minsk-belarusian	excerpt-061.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%94%D0%BD%D1%96_%D1%82%D1%8B%D0%B4%D0%BD%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q41825.md	Дні тыдня	366ff2ad0f6a92d76a464154353ccae1f4ce33908b36c7f941c79231ad33734c	5876	l	receiver	excerpt-061.txt	excerpt-089.txt	tail	6	4-9	0.2578	receiver	7	3060
minsk-belarusian	excerpt-062.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%94%D0%BD%D1%96_%D1%82%D1%8B%D0%B4%D0%BD%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q41825.md	Дні тыдня	91ebfc3a4f19deee84bfc08f648d0796265b8cdff7d621bfb8b507d2c0683d2f	5686	l	receiver	excerpt-062.txt	excerpt-012.txt	tail	1	6-6	0.2726	remainder	8	3006
minsk-belarusian	excerpt-063.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D0%B5%D0%B9%D0%BF%D1%82%D0%B0%D1%9E%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5465.md	Кейптаўн	6419aece46ba7883a217f60500acdf91b1cdc54c51780581c0cdf43c69f1d0f7	5714	l	receiver	excerpt-063.txt	excerpt-023.txt	head	2	1-2	0.2798	receiver	6	3012
minsk-belarusian	excerpt-064.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D0%B5%D0%B9%D0%BF%D1%82%D0%B0%D1%9E%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5465.md	Кейптаўн	19b7867ea2b357517810a9718f06290acce2f75774f6ae617a37aac27dc03228	6681	l	receiver	excerpt-064.txt	excerpt-045.txt	tail	1	4-4	0.2060	receiver	7	3533
minsk-belarusian	excerpt-065.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D1%8D%D1%80%D1%8B%D1%8F%D0%BB%D1%96%D0%B7%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7081.md	Матэрыялізм	cc9bc9cb70b9767dab7e907f0a3c16f30524f3f7d891f02eb92d59220cbc1e7b	5567	l	receiver	excerpt-065.txt	excerpt-037.txt	tail	1	15-15	0.4508	receiver	20	2857
minsk-belarusian	excerpt-066.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D1%82%D1%8D%D1%80%D1%8B%D1%8F%D0%BB%D1%96%D0%B7%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7081.md	Матэрыялізм	92d1589095ffc8edbb6cf2f7e4aac7c55b28ae8f63ddca0fd873ebbee65d2c2e	724	s	donor	excerpt-066.txt		head	2	1-2	0.2126		2	388
minsk-belarusian	excerpt-067.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A4%D0%BE%D0%BB%D0%BA-%D0%BC%D1%83%D0%B7%D1%8B%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q43343.md	Фолк-музыка	9f0cd5a063afba6d481a722129e4b297abad823786e32743110d9a55ba0ad31f	2953	m	keep	excerpt-067.txt							2	1572
minsk-belarusian	excerpt-068.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%92%D0%BE%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7364.md	Вока	4b0a470a689973ef046187d5875a0ccb43516bcdcd3270cc90163671cdaa6eda	1225	s	donor	excerpt-068.txt		tail	1	5-5	0.3895		1	639
minsk-belarusian	excerpt-069.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%92%D0%BE%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7364.md	Вока	bce4f32d97fe49c3ee07df3dcbb1371969ec116ad499c82d309fd150ebac21d7	3023	m	keep	excerpt-069.txt							2	1578
minsk-belarusian	excerpt-070.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D1%96%D1%84%D0%B0%D0%BB%D0%BE%D0%B3%D1%96%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9134.md	Міфалогія	e81e378ef3af1d67ea1b5e6eee1164efcb77e9b4118fd498fa9a08f50893c169	4087	m	keep	excerpt-070.txt							7	2138
minsk-belarusian	excerpt-071.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D1%96%D1%84%D0%B0%D0%BB%D0%BE%D0%B3%D1%96%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9134.md	Міфалогія	5d389ff76064232ecb6b7f333f18e740e0ee5ee6de8114e2ad4e886be1632f46	2937	m	keep	excerpt-071.txt							8	1526
minsk-belarusian	excerpt-072.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D1%9E%D0%B4%D0%BD%D1%91%D0%B2%D1%8B_%D0%B0%D0%BA%D1%96%D1%8F%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7354.md	Паўднёвы акіян	331371ef662a3d33627c995d9a56fd616f2b8ad57f166074d632d13c6fa65910	598	s	donor	excerpt-072.txt		tail	1	4-4	0.1938		1	310
minsk-belarusian	excerpt-073.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9F%D0%B0%D1%9E%D0%B4%D0%BD%D1%91%D0%B2%D1%8B_%D0%B0%D0%BA%D1%96%D1%8F%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7354.md	Паўднёвы акіян	218e971c4dd5663f4c844646830827fb9d1942d95541eba69fa0041318a5c1ac	2891	m	keep	excerpt-073.txt							5	1514
minsk-belarusian	excerpt-074.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%92%D1%8F%D0%BB%D1%96%D0%BA%D0%B0%D1%8F_%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D1%8D%D0%B2%D0%B0%D0%BB%D1%8E%D1%86%D1%8B%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q6534.md	Вялікая французская рэвалюцыя	cc18fcc5ca339c68494dfa6b9e51b3cd3fe9cc147f1508994481f61b710b2113	6008	l	receiver	excerpt-074.txt	excerpt-048.txt	head	2	1-2	0.2750	receiver	15	3159
minsk-belarusian	excerpt-075.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%92%D1%8F%D0%BB%D1%96%D0%BA%D0%B0%D1%8F_%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%81%D0%BA%D0%B0%D1%8F_%D1%80%D1%8D%D0%B2%D0%B0%D0%BB%D1%8E%D1%86%D1%8B%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q6534.md	Вялікая французская рэвалюцыя	8001a3617db4542c842dbf4eced1f48757f822c60b4196804b03642efbd7884c	5969	l	receiver	excerpt-075.txt	excerpt-039.txt	head	5	1-5	0.3293	receiver	7	3138
minsk-belarusian	excerpt-076.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D0%BA_%D0%B4%D1%8D_%D0%A8%D1%8D%D0%B2%D0%B0%D0%BB%D1%8C%D0%B5	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q177549.md	Крак дэ Шэвалье	824d7b5010b0b179b9b0c0e160d26f9404266cc0fe3d8193fa59469c6d5424cf	5581	l	receiver	excerpt-076.txt	excerpt-068.txt	tail	1	5-5	0.3895	receiver	10	2934
minsk-belarusian	excerpt-077.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%BE%D0%BA%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q37853.md	Барока	2fe7aa94ac017d0fc4cefe0460a3dd1497426de574e57d9d18840818f1617177	528	s	donor	excerpt-077.txt		head	1	1-1	0.1653		1	279
minsk-belarusian	excerpt-078.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9B%D1%96_%D0%91%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7071.md	Лі Бо	36a1f68d8c3cfcd61823184ae8d62758c8cffd1a4601d8ff3ab1f72855853202	3119	m	keep	excerpt-078.txt							4	1665
minsk-belarusian	excerpt-079.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9B%D1%96_%D0%91%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q7071.md	Лі Бо	51a885aeba575732315826e42e728fc601646e10be97592b28ff1072c9485724	5885	l	receiver	excerpt-079.txt	excerpt-088.txt	tail	1	3-3	0.2667	remainder	6	3085
minsk-belarusian	excerpt-080.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BA%D1%96%D1%8F%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9430.md	Акіян	123aa23b1365180edfbfdc4e6c8b9da31aa164905fa5e23a8ea4eb852499865a	2923	m	keep	excerpt-080.txt							7	1523
minsk-belarusian	excerpt-081.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BA%D1%96%D1%8F%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9430.md	Акіян	511ca5af2a7e2546dd7166c32d5e5912e0d6a6fe3eae87174acebe9db71dd6ba	3241	m	keep	excerpt-081.txt							7	1680
minsk-belarusian	excerpt-082.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%93%D1%8E%D0%B3%D0%BE	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q535.md	Віктор Гюго	d157a2489f2f32ac6758e2f3a39517b3e66dd4ab3b128658a2cffd8f996333ee	3129	m	keep	excerpt-082.txt							11	1545
minsk-belarusian	excerpt-083.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%9F%D0%B0%D1%9E%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%A7%D1%8D%D1%85%D0%B0%D1%9E	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5685.md	Антон Паўлавіч Чэхаў	2b9f2e821d3883c473f1be1efa36ae520f2b5623c1bd770f729e9c00afb95b3f	1083	s	donor	excerpt-083.txt		head	1	1-1	0.2975		1	538
minsk-belarusian	excerpt-084.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%9F%D0%B0%D1%9E%D0%BB%D0%B0%D0%B2%D1%96%D1%87_%D0%A7%D1%8D%D1%85%D0%B0%D1%9E	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5685.md	Антон Паўлавіч Чэхаў	98618b6867f51bb50b7b3f6ed076fe97004c7e227482e500e17993123744b349	3331	m	keep	excerpt-084.txt							3	1741
minsk-belarusian	excerpt-085.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B6%D1%8B%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q262.md	Алжыр	548394c3299ee9e5ad1bfe8efc2e5aef30bed78196696151d5cef1f2fc45ef74	5623	l	receiver	excerpt-085.txt	excerpt-098.txt	head	2	1-2	0.3869	remainder	9	2825
minsk-belarusian	excerpt-086.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BB%D0%B6%D1%8B%D1%80	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q262.md	Алжыр	5ca2521e727bc6bfb113c53c3634abc8e0eef254db213b66be64895c79153cdd	5757	l	receiver	excerpt-086.txt	excerpt-015.txt	head	2	1-2	0.3836	receiver	8	2991
minsk-belarusian	excerpt-087.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%81%D1%96%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BC%D0%BE%D0%B2%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9168.md	Персідская мова	de4ecf8c5ffb580b559e87e2508f75944b92a7ac6b6863304ebc28e4613b016b	5340	l	receiver	excerpt-087.txt	excerpt-028.txt	tail	1	4-4	0.4010	remainder	8	2811
minsk-belarusian	excerpt-088.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D1%81%D1%96%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BC%D0%BE%D0%B2%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9168.md	Персідская мова	266f4fa1b2df9d00ac8c1edac5f9cefd0d0fbb423a293ed21f0f8d3ce17dd5ac	996	s	donor	excerpt-088.txt		tail	1	3-3	0.2667		1	526
minsk-belarusian	excerpt-089.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%94%D0%B0%D0%B4%D0%B0%D1%96%D0%B7%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q6034.md	Дадаізм	28d262a9108ee96cc2e5273b50d30cb8d957805b16e6b657732edde79d27a5e1	770	s	donor	excerpt-089.txt		tail	6	4-9	0.2578		6	401
minsk-belarusian	excerpt-090.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%86_(%D0%BC%D1%96%D0%B6%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D1%81%D1%96%D1%81%D1%82%D1%8D%D0%BC%D0%B0_%D0%B0%D0%B4%D0%B7%D1%96%D0%BD%D0%B0%D0%BA_%D0%B2%D1%8B%D0%BC%D1%8F%D1%80%D1%8D%D0%BD%D0%BD%D1%8F)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12457.md	СІ (міжнародная сістэма адзінак вымярэння)	dc5e24d38771fb5089fb21d5d1580be1c78ff16adcaca49fa3705ef6d253d1a0	988	s	donor	excerpt-090.txt		head	1	1-1	0.2463		1	535
minsk-belarusian	excerpt-091.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%86_(%D0%BC%D1%96%D0%B6%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%D1%8F_%D1%81%D1%96%D1%81%D1%82%D1%8D%D0%BC%D0%B0_%D0%B0%D0%B4%D0%B7%D1%96%D0%BD%D0%B0%D0%BA_%D0%B2%D1%8B%D0%BC%D1%8F%D1%80%D1%8D%D0%BD%D0%BD%D1%8F)	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q12457.md	СІ (міжнародная сістэма адзінак вымярэння)	dd97a8b5f454d75283e1bebff38fc972f36cc7ca1b5510b7ad90c58f895a7d84	3453	m	keep	excerpt-091.txt							7	1812
minsk-belarusian	excerpt-092.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%8C%D0%B5%D1%80%D1%8B%D0%B7%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q131808.md	Маньерызм	0fb4f8d2e3d7dde0e5d1e9e3e7884f9189a65f392e5711c94c09a106c40b75dd	4972	m	keep	excerpt-092.txt							3	2599
minsk-belarusian	excerpt-093.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D1%8C%D0%B5%D1%80%D1%8B%D0%B7%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q131808.md	Маньерызм	2d4f7a4251c9c8dfdd1f2fe57d8e8c3bcd065eb288f0281ebc9f5a397262c75e	1000	s	donor	excerpt-093.txt		head	1	1-1	0.1881		1	534
minsk-belarusian	excerpt-094.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A0%D1%8D%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9A%D0%B0%D1%80%D1%8D%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q884.md	Рэспубліка Карэя	5b343b39dbb17398835e01db713c106c141a0c0c3c96ed55ead0f02a84732256	5513	l	receiver	excerpt-094.txt	excerpt-035.txt	tail	1	9-9	0.2840	remainder	12	2887
minsk-belarusian	excerpt-095.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A0%D1%8D%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9A%D0%B0%D1%80%D1%8D%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q884.md	Рэспубліка Карэя	2509dedecbb8a00f20fe175f55fc6761deb0109939c1280f95e94a1c07bd349a	6107	l	receiver	excerpt-095.txt	excerpt-050.txt	head	1	1-1	0.1957	remainder	8	3212
minsk-belarusian	excerpt-096.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D1%82%D0%B0%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9121.md	Атам	41c7f0ac391d43b605b7294ee9d44365814ad8a9c2e34d881f2d3b8ef796e9c4	5854	l	receiver	excerpt-096.txt	excerpt-066.txt	head	2	1-2	0.2126	remainder	11	3067
minsk-belarusian	excerpt-097.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D1%82%D0%B0%D0%BC	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9121.md	Атам	a8ec41b85f9383da8511cfa961785c8fc136c27cc86e5326a5ce86aee0d57621	2987	m	keep	excerpt-097.txt							8	1565
minsk-belarusian	excerpt-098.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B0_%D0%A6%D0%B7%D1%8D%D0%B4%D1%83%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5816.md	Маа Цзэдун	d7f72a95b8b6390b0b56f44f71527062a81d72e30d19ea6c8228114736b56266	1296	s	donor	excerpt-098.txt		head	2	1-2	0.3869		2	656
minsk-belarusian	excerpt-099.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B0_%D0%A6%D0%B7%D1%8D%D0%B4%D1%83%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q5816.md	Маа Цзэдун	1a29643a17df32d11fa3fd12eebdf8cdc7077ccb370c858290edd49a5c425f69	4569	m	keep	excerpt-099.txt							3	2422
minsk-belarusian	excerpt-100.txt	compile	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%9A%D1%85%D0%B0%D0%B4%D0%B6%D1%83%D1%80%D0%B0%D1%85%D0%B0	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q178948.md	Кхаджураха	2325d52c426d7acf6c07e972e18328d4faa172ded0494d2b74533b3be2525bf7	5554	l	receiver	excerpt-100.txt	excerpt-042.txt	tail	1	5-5	0.2690	remainder	10	2924
minsk-belarusian	excerpt-101.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%BF%D0%BE%D0%B2%D0%B5%D1%81%D1%86%D1%8C_%D0%BF%D1%80%D0%B0_%D0%93%D1%8D%D0%BD%D0%B4%D0%B7%D1%96	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q8269.md	Аповесць пра Гэндзі	f0d8b4db462c9b9579bbfd6eb7d6fe72626e6cdf972c907c2015599a77f6be75	5932	l	receiver	excerpt-101.txt	excerpt-116.txt	head	1	1-1	0.2524	remainder	13	3094
minsk-belarusian	excerpt-102.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D0%BD_%D0%9B%D0%BE%D0%BA	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9353.md	Джон Лок	ca10f596362ed0dc7848881842b9912cf30b966b206b3ec3ad540555bbba20c2	1163	s	donor	excerpt-102.txt		head	1	1-1	0.3723		1	609
minsk-belarusian	excerpt-103.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D0%BD_%D0%9B%D0%BE%D0%BA	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q9353.md	Джон Лок	3be6db63ac9403a017412f75025dff7d7f51522aa5b4b6fdde1ebe22b127df8d	3333	m	keep	excerpt-103.txt							8	1715
minsk-belarusian	excerpt-104.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D1%82%D0%B0-%D0%9C%D0%B0%D1%80%D1%8B%D1%8F-%D0%B4%D1%8D%D0%BB%D1%8C-%D0%A4%E2%80%99%D1%91%D1%80%D1%8D	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q191739.md	Санта-Марыя-дэль-Ф’ёрэ	d8a5545e734eda7c83e8496313c085f21db7f62a6db44aec0fc02a74175695bf	3223	m	keep	excerpt-104.txt							6	1710
minsk-belarusian	excerpt-105.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%93%D1%96%D0%BC%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q484692.md	Гімн	3b394b08167c3fc1dc347cc9a07d0259c3a509997515275749b366871b08376a	7885	l	receiver	excerpt-105.txt	excerpt-110.txt	head	1	1-1	0.1948	remainder	7	4105
minsk-belarusian	excerpt-106.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%93%D1%96%D0%BC%D0%BD	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q484692.md	Гімн	900c10f7f2fe8badd7ddb7fe9e5075a11c2d2e8d2e1f6ad6237ac1ebd8f6f323	6222	l	receiver	excerpt-106.txt	excerpt-143.txt	head	4	1-4	0.3184	receiver	4	3210
minsk-belarusian	excerpt-107.txt	exam	FineWiki (Wikipedia)	https://be.wikipedia.org/wiki/%D0%90%D0%B7%D0%B0%D1%80%D1%82%D0%BD%D0%B0%D1%8F_%D0%B3%D1%83%D0%BB%D1%8C%D0%BD%D1%8F	CC-BY-SA-4.0	https://huggingface.co/datasets/HuggingFaceFW/finewiki	Q11416.md	Азартная гульня	e0fdb013d8890e8fd44ce5a4a852613b48b1f0d18385eaeb6d8a3acb48629d40	3873	m	keep	excerpt-107.txt							4	2047
